date,gold,silver
11/08/1996,215.58,183.48
11/11/1996,216.97,185.63
11/12/1996,217.38,185.19
11/13/1996,217.9,185.92
11/14/1996,216.58,183.81
11/15/1996,216.16,187.54
11/18/1996,215.46,185.56
11/19/1996,214.7,185.14
11/20/1996,215.18,187.94
11/21/1996,213.74,183.96
11/22/1996,213.61,183.79
11/25/1996,212.62,179.49
11/26/1996,212.99,179.4
11/27/1996,212,179.42
11/28/1996,212,179.42
11/29/1996,212.06,179.47
12/02/1996,209.83,177.94
12/03/1996,209.58,181.83
12/04/1996,210.8,182.49
12/05/1996,211.11,183.64
12/06/1996,209.89,180.4
12/09/1996,209.36,180.55
12/10/1996,209.84,183.02
12/11/1996,209.92,182.59
12/12/1996,210.07,182.62
12/13/1996,209.87,182.27
12/16/1996,209.67,181.78
12/17/1996,210.04,183.98
12/18/1996,210.52,184
12/19/1996,210.43,183.73
12/20/1996,210.12,182.74
12/23/1996,210.26,183
12/24/1996,210.29,183.4
12/25/1996,210.29,183.4
12/26/1996,210.63,185.52
12/27/1996,210.66,184.98
12/30/1996,210.8,181.37
12/31/1996,209.7,180.45
01/01/1997,209.7,180.45
01/02/1997,208.28,178.32
01/03/1997,205.7,176.57
01/06/1997,203.91,175.4
01/07/1997,204.51,177.61
01/08/1997,202.89,175.75
01/09/1997,204.05,178.61
01/10/1997,204.9,179.76
01/13/1997,204.73,178.03
01/14/1997,201.88,176.47
01/15/1997,201.06,176.87
01/16/1997,202.11,178.97
01/17/1997,202.93,180.2
01/20/1997,201.88,178.77
01/21/1997,201.46,178.15
01/22/1997,200.3,178.48
01/23/1997,200.84,184.25
01/24/1997,201.37,188.13
01/27/1997,203.78,190.86
01/28/1997,201.83,187.71
01/29/1997,200.44,186.86
01/30/1997,197.23,187.46
01/31/1997,196.41,186.16
02/03/1997,197.91,185.56
02/04/1997,196.75,183.88
02/05/1997,196.77,184.47
02/06/1997,196.06,183.93
02/07/1997,195.47,187.18
02/10/1997,195.04,187.93
02/11/1997,194.38,183.36
02/12/1997,196.4,194.66
02/13/1997,195.06,194.95
02/14/1997,197.19,199.11
02/17/1997,197.19,199.11
02/18/1997,197.87,197.8
02/19/1997,197.84,196.85
02/20/1997,200.72,198.38
02/21/1997,201.6,196.9
02/24/1997,202.31,197.44
02/25/1997,202.85,198.48
02/26/1997,202.82,197.42
02/27/1997,205.7,199.21
02/28/1997,208.06,201.68
03/03/1997,207.41,201.02
03/04/1997,205.56,198.22
03/05/1997,202.11,197.31
03/06/1997,201.68,196.85
03/07/1997,199.6,195.29
03/10/1997,201.52,198.77
03/11/1997,202.71,199.17
03/12/1997,201.73,197.05
03/13/1997,202.54,200.28
03/14/1997,201.77,199.18
03/17/1997,199.19,197.57
03/18/1997,200.3,196.28
03/19/1997,201.75,197.7
03/20/1997,201.38,196.98
03/21/1997,202.15,194.93
03/24/1997,200.58,196.22
03/25/1997,199.19,193.34
03/26/1997,200.93,195.07
03/27/1997,200.39,194.42
03/28/1997,200.39,194.42
03/31/1997,201.36,191.81
04/01/1997,201.79,189.19
04/02/1997,200.34,184.12
04/03/1997,199.97,178.85
04/04/1997,200.17,179.33
04/07/1997,199.91,181.23
04/08/1997,200,180.87
04/09/1997,199.57,180.71
04/10/1997,199.89,181
04/11/1997,199,178.73
04/14/1997,198.75,178.92
04/15/1997,196.04,178.35
04/16/1997,195.73,180.73
04/17/1997,196.32,177.95
04/18/1997,195.84,178.65
04/21/1997,196.78,179.47
04/22/1997,195.95,178.75
04/23/1997,195.92,179.15
04/24/1997,195.61,177.98
04/25/1997,196.32,179.02
04/28/1997,194.98,174.96
04/29/1997,195.12,175.44
04/30/1997,194.92,176.33
05/01/1997,195.24,179.17
05/02/1997,195.21,177.7
05/05/1997,196.84,179.28
05/06/1997,195.27,177.99
05/07/1997,195.81,178.95
05/08/1997,197.21,182.82
05/09/1997,199.82,183.59
05/12/1997,199.57,181.98
05/13/1997,200.62,183.62
05/14/1997,199.34,182.14
05/15/1997,199.49,182.92
05/16/1997,197.53,176.74
05/19/1997,195.96,177.56
05/20/1997,196.67,177.59
05/21/1997,196.87,176.94
05/22/1997,196.56,176.32
05/23/1997,196.53,178.61
05/26/1997,196.53,178.61
05/27/1997,197.5,179.09
05/28/1997,197.81,178.44
05/29/1997,198.41,182.54
05/30/1997,197.81,176.41
06/02/1997,197.32,177.35
06/03/1997,196.89,178.51
06/04/1997,195.72,177.48
06/05/1997,196.89,180.15
06/06/1997,196.98,180.66
06/09/1997,197.4,179.13
06/10/1997,197.31,179.34
06/11/1997,197.28,179.37
06/12/1997,195.94,178
06/13/1997,195.68,176.83
06/16/1997,196.73,177.35
06/17/1997,196.13,180.19
06/18/1997,194.62,177.7
06/19/1997,195.44,179.6
06/20/1997,193.76,178.39
06/23/1997,194.81,182.25
06/24/1997,193.92,179.99
06/25/1997,193.66,180.24
06/26/1997,194.15,179.7
06/27/1997,191.95,177.28
06/30/1997,191.68,174.47
07/01/1997,191.59,175.62
07/02/1997,190.02,174.4
07/03/1997,185.99,171.61
07/04/1997,185.99,171.61
07/07/1997,182.55,161.01
07/08/1997,183.72,162.91
07/09/1997,182.52,162.37
07/10/1997,183.61,164.76
07/11/1997,184.46,163.91
07/14/1997,183.65,160.79
07/15/1997,182.66,161.64
07/16/1997,182.52,157.45
07/17/1997,186.05,159.73
07/18/1997,188.91,160.69
07/21/1997,186.95,160.3
07/22/1997,186.81,162.02
07/23/1997,185.42,161.74
07/24/1997,185.56,161.2
07/25/1997,187.23,162.73
07/28/1997,189.24,164.23
07/29/1997,187.22,163.01
07/30/1997,187.71,164.85
07/31/1997,186.6,169.28
08/01/1997,186.79,168.55
08/04/1997,186.42,170.02
08/05/1997,184.46,162.8
08/06/1997,183.29,163.5
08/07/1997,185.19,165.11
08/08/1997,187.83,165.14
08/11/1997,189.11,167.65
08/12/1997,188.17,167.12
08/13/1997,188.14,170.23
08/14/1997,186.63,166.42
08/15/1997,187.51,172.25
08/18/1997,184.86,170.17
08/19/1997,185.91,170.56
08/20/1997,184.91,169.81
08/21/1997,186.02,170.43
08/22/1997,187.81,177.12
08/25/1997,186.93,174.55
08/26/1997,187.52,176.18
08/27/1997,187.43,175.57
08/28/1997,186.49,175.71
08/29/1997,186.69,174.8
09/01/1997,186.69,174.8
09/02/1997,185.88,174.04
09/03/1997,185.45,175.75
09/04/1997,185.08,175.88
09/05/1997,185.74,176.65
09/08/1997,185.36,175.68
09/09/1997,185.1,177.87
09/10/1997,185.12,177.45
09/11/1997,186.58,178.11
09/12/1997,186.38,178.51
09/15/1997,185.6,177.91
09/16/1997,184.54,172.63
09/17/1997,184.22,172.28
09/18/1997,184.53,175.29
09/19/1997,184.73,176.06
09/22/1997,184.86,174.94
09/23/1997,185.51,175.79
09/24/1997,186.51,178.06
09/25/1997,188.6,179.2
09/26/1997,188.34,180.61
09/29/1997,189.22,191.29
09/30/1997,192.97,196.08
10/01/1997,192.53,194.34
10/02/1997,191.07,193.81
10/03/1997,193.05,198.82
10/06/1997,191.81,195.3
10/07/1997,191.09,195.14
10/08/1997,192.26,196.22
10/09/1997,188.79,192.31
10/10/1997,189.96,194.96
10/13/1997,189.24,193.24
10/14/1997,188.98,190.75
10/15/1997,188.31,190.29
10/16/1997,187.59,184.42
10/17/1997,187.28,186.25
10/20/1997,186.55,185.57
10/21/1997,186.06,187.1
10/22/1997,185.91,189.2
10/23/1997,186.57,185.65
10/24/1997,177.35,179.92
10/27/1997,179.55,180.19
10/28/1997,181.99,180.78
10/29/1997,180.8,180.43
10/30/1997,182.44,183.16
10/31/1997,179.53,178.29
11/03/1997,180.93,182.43
11/04/1997,181.19,182.57
11/05/1997,181.04,183.54
11/06/1997,180.32,184.47
11/07/1997,179.19,182.73
11/10/1997,179.2,183.29
11/11/1997,178.94,184.87
11/12/1997,177.7,184.8
11/13/1997,177.95,193.62
11/14/1997,175.34,191.63
11/17/1997,175.65,193.32
11/18/1997,177.39,192.71
11/19/1997,175.93,197.25
11/20/1997,175.2,197.73
11/21/1997,176.38,204.78
11/24/1997,175.31,203.3
11/25/1997,173.78,197.87
11/26/1997,171.68,197.9
11/27/1997,171.68,197.9
11/28/1997,171.73,197.96
12/01/1997,170.13,199.8
12/02/1997,170.27,199.94
12/03/1997,169.49,199.04
12/04/1997,166.06,198.39
12/05/1997,167.24,203.02
12/08/1997,167.02,201.87
12/09/1997,164.11,203.88
12/10/1997,166.26,219.89
12/11/1997,164.79,217.49
12/12/1997,164.12,220.07
12/15/1997,165.11,221.17
12/16/1997,164.56,223.45
12/17/1997,167.87,223.6
12/18/1997,166.8,227.56
12/19/1997,167.92,226.92
12/22/1997,168.91,225.89
12/23/1997,170.55,234.1
12/24/1997,171.96,239.19
12/25/1997,171.96,239.19
12/26/1997,171.03,238.22
12/29/1997,168.97,237.57
12/30/1997,168.48,232.16
12/31/1997,167.52,224.8
01/01/1998,167.52,224.8
01/02/1998,167.28,223.63
01/05/1998,163.48,222.53
01/06/1998,163.27,227.89
01/07/1998,164.68,226.16
01/08/1998,163.03,216.99
01/09/1998,161.49,211.94
01/12/1998,161.42,205.91
01/13/1998,164.2,213.83
01/14/1998,163.42,213.97
01/15/1998,165.75,218.71
01/16/1998,168.48,217.61
01/19/1998,168.48,217.61
01/20/1998,168.74,213.59
01/21/1998,169.86,218.51
01/22/1998,168.85,215.34
01/23/1998,174.18,221.96
01/26/1998,172.35,223.75
01/27/1998,174.51,230
01/28/1998,177.76,228.15
01/29/1998,176,227.31
01/30/1998,175.85,230.93
02/02/1998,176.16,235.66
02/03/1998,171.68,249.54
02/04/1998,174.01,264.85
02/05/1998,173.75,274.7
02/06/1998,173.37,266.44
02/09/1998,174.37,262.2
02/10/1998,174.8,268.2
02/11/1998,174.53,264.92
02/12/1998,173.75,265.04
02/13/1998,174.47,268.52
02/16/1998,174.47,268.52
02/17/1998,173.35,256.5
02/18/1998,173.14,248.81
02/19/1998,173.92,258.95
02/20/1998,172.96,247.92
02/23/1998,170.72,247.87
02/24/1998,169.58,243.85
02/25/1998,169.84,232.08
02/26/1998,171.2,237.71
02/27/1998,173.94,248.36
03/02/1998,174.25,251.84
03/03/1998,173.11,244.78
03/04/1998,172.15,243.47
03/05/1998,170.61,244.08
03/06/1998,171.27,232.88
03/09/1998,171.22,233.86
03/10/1998,172.11,242.03
03/11/1998,171.36,235.15
03/12/1998,171.39,237.49
03/13/1998,171.87,235.6
03/16/1998,171.48,234.17
03/17/1998,169.89,224.21
03/18/1998,169.39,227.81
03/19/1998,169.65,226.39
03/20/1998,169.79,235.83
03/23/1998,174.13,245.35
03/24/1998,174.51,243.66
03/25/1998,174.24,238.11
03/26/1998,175.65,244.8
03/27/1998,176.43,243.18
03/30/1998,175.87,242.32
03/31/1998,175.55,248.98
04/01/1998,174.76,243.74
04/02/1998,176.12,251.59
04/03/1998,179.67,253.24
04/06/1998,180.39,245.45
04/07/1998,180.76,245.76
04/08/1998,180.26,246.4
04/09/1998,179.77,246.7
04/10/1998,179.77,246.7
04/13/1998,181.43,245.15
04/14/1998,179.77,241.98
04/15/1998,179.22,243.51
04/16/1998,179.71,243.08
04/17/1998,179.5,241.23
04/20/1998,179.69,240.87
04/21/1998,181.46,244.1
04/22/1998,182.82,243.02
04/23/1998,183.37,243.94
04/24/1998,182.47,241.62
04/27/1998,180.8,238.91
04/28/1998,179.78,237.52
04/29/1998,181.08,240.52
04/30/1998,178.96,240.17
05/01/1998,176.48,237.23
05/04/1998,177.6,240.96
05/05/1998,177.16,235.63
05/06/1998,175.44,228.33
05/07/1998,174.3,230.56
05/08/1998,174.97,230.09
05/11/1998,175.35,221.31
05/12/1998,174.04,214.89
05/13/1998,174.24,213.69
05/14/1998,174.55,214.76
05/15/1998,175.91,215.25
05/18/1998,175,204.33
05/19/1998,174.45,199.92
05/20/1998,174.93,202.38
05/21/1998,175.77,204.15
05/22/1998,175.1,203.21
05/25/1998,175.1,203.21
05/26/1998,172.65,197.52
05/27/1998,171.57,199.99
05/28/1998,171.25,195.45
05/29/1998,170.99,196.83
06/01/1998,168.45,195.75
06/02/1998,169.98,200.16
06/03/1998,171.22,200.57
06/04/1998,171.42,202.23
06/05/1998,170.28,204.31
06/08/1998,173.14,210.04
06/09/1998,171.48,206.28
06/10/1998,171.27,206.25
06/11/1998,167.58,200.06
06/12/1998,166.79,198.08
06/15/1998,166.45,197.24
06/16/1998,168.45,201.28
06/17/1998,171.32,208.35
06/18/1998,171.17,204.34
06/19/1998,174.8,207.91
06/22/1998,172.72,207
06/23/1998,172.34,207.49
06/24/1998,171.08,204.47
06/25/1998,171.63,207.28
06/26/1998,171.6,205.53
06/29/1998,171.61,206.08
06/30/1998,173.5,213.63
07/01/1998,173.11,211.35
07/02/1998,171.74,205.86
07/03/1998,171.74,205.86
07/06/1998,171.43,206.28
07/07/1998,172.38,208.94
07/08/1998,171.42,207.3
07/09/1998,170.47,206.95
07/10/1998,169.97,205.04
07/13/1998,170.5,206.21
07/14/1998,171.45,205.93
07/15/1998,171.82,206.66
07/16/1998,171.49,206.57
07/17/1998,172.15,207.87
07/20/1998,173.14,211.71
07/21/1998,172.59,214.45
07/22/1998,172.1,219.13
07/23/1998,171.66,224.66
07/24/1998,170.3,221.01
07/27/1998,169.74,218.89
07/28/1998,170.63,219.7
07/29/1998,169.56,216.74
07/30/1998,168.89,213.75
07/31/1998,167.36,211.57
08/03/1998,165.93,207.86
08/04/1998,168.6,211.49
08/05/1998,168.22,209.66
08/06/1998,168.02,210.66
08/07/1998,167.52,204.6
08/10/1998,168.05,206.13
08/11/1998,166.17,201.04
08/12/1998,165.5,199.65
08/13/1998,166.97,201.53
08/14/1998,166.18,200.09
08/17/1998,166.94,198.63
08/18/1998,166.91,197.12
08/19/1998,165.89,197.07
08/20/1998,166.95,200.14
08/21/1998,166.8,201.02
08/24/1998,166.76,199.67
08/25/1998,165.86,195.18
08/26/1998,165.3,193.47
08/27/1998,161.97,189.29
08/28/1998,160.72,181.36
08/31/1998,161.36,180.78
09/01/1998,163.3,185.13
09/02/1998,164.01,187.09
09/03/1998,166.87,191.37
09/04/1998,167.93,194.48
09/07/1998,167.93,194.48
09/08/1998,167.5,190.06
09/09/1998,166.48,191.52
09/10/1998,170.21,195.41
09/11/1998,171.97,194.47
09/14/1998,170.07,192.04
09/15/1998,169.86,191.87
09/16/1998,168.49,190.54
09/17/1998,170.43,193.08
09/18/1998,170.63,192.72
09/21/1998,169.18,188.14
09/22/1998,168.57,189.53
09/23/1998,169.75,195.48
09/24/1998,172.04,199.77
09/25/1998,171.94,200.38
09/28/1998,173.05,205.19
09/29/1998,172.44,207.93
09/30/1998,173.68,207.95
10/01/1998,175.5,205.46
10/02/1998,175.93,202.07
10/05/1998,173.79,196.63
10/06/1998,173.4,197.62
10/07/1998,176.09,199.47
10/08/1998,175.59,194.06
10/09/1998,173.58,186.43
10/12/1998,173.46,187.97
10/13/1998,173.66,188.07
10/14/1998,173.27,187.7
10/15/1998,174.1,190.25
10/16/1998,175.57,192.41
10/19/1998,173.36,189.94
10/20/1998,173.38,189.96
10/21/1998,172.82,189.98
10/22/1998,170.97,189.93
10/23/1998,171.34,189.64
10/26/1998,171.05,193.9
10/27/1998,171.76,192.44
10/28/1998,171.55,196.47
10/29/1998,171.8,197.55
10/30/1998,171.18,196.32
11/02/1998,169.61,195.88
11/03/1998,168.93,191.62
11/04/1998,170.17,192.5
11/05/1998,171.95,196.54
11/06/1998,171.5,195.2
11/09/1998,171.21,196.25
11/10/1998,171.7,194.65
11/11/1998,171.43,194.97
11/12/1998,173.66,200.13
11/13/1998,173.1,196.03
11/16/1998,172.64,192.36
11/17/1998,172.26,192.42
11/18/1998,174.13,194.26
11/19/1998,172.88,193.43
11/20/1998,173.08,191.02
11/23/1998,173.55,191.29
11/24/1998,173.28,190.92
11/25/1998,173.59,191.76
11/26/1998,173.59,191.76
11/27/1998,173.63,191.81
11/30/1998,171.37,188.98
12/01/1998,171.86,189.97
12/02/1998,171.47,182.64
12/03/1998,170.62,185.56
12/04/1998,170.99,185.28
12/07/1998,172.57,186.16
12/08/1998,171.78,186.07
12/09/1998,171.97,185.51
12/10/1998,172.05,186.3
12/11/1998,170.15,185.94
12/14/1998,170.33,189.57
12/15/1998,171.22,189.6
12/16/1998,172.52,196.71
12/17/1998,170.45,192.28
12/18/1998,169.02,191.8
12/21/1998,168.96,190.24
12/22/1998,168.28,190.77
12/23/1998,167.72,190.21
12/24/1998,167.45,191.28
12/25/1998,167.45,191.28
12/28/1998,167.71,191.57
12/29/1998,167.32,195.47
12/30/1998,167.93,195.5
12/31/1998,168.59,194.94
01/01/1999,168.59,194.94
01/04/1999,168.15,191.93
01/05/1999,167.88,195.92
01/06/1999,168.31,200.72
01/07/1999,170.6,203.66
01/08/1999,170.39,205.55
01/11/1999,171.39,208.23
01/12/1999,168.91,203.98
01/13/1999,167.59,201.87
01/14/1999,167.84,201.31
01/15/1999,167.86,199.58
01/18/1999,167.86,199.58
01/19/1999,167.6,199.8
01/20/1999,168.02,200.99
01/21/1999,168.27,199.45
01/22/1999,167.54,198.39
01/25/1999,168.24,201.85
01/26/1999,167.27,199.26
01/27/1999,165.67,198.82
01/28/1999,166.44,204.38
01/29/1999,167.39,204.01
02/01/1999,169.02,206.93
02/02/1999,168.92,213.19
02/03/1999,168.13,216.14
02/04/1999,169.26,224.63
02/05/1999,168.87,220.06
02/08/1999,169.4,219.39
02/09/1999,168.2,214.92
02/10/1999,167.93,214.38
02/11/1999,168.3,217.43
02/12/1999,169.42,220.41
02/15/1999,169.42,220.41
02/16/1999,167.3,212.08
02/17/1999,166.68,211.21
02/18/1999,167.34,213.88
02/19/1999,168.58,218.97
02/22/1999,168.06,213.79
02/23/1999,168.2,213.82
02/24/1999,168.51,210.34
02/25/1999,168.53,216.87
02/26/1999,168.03,219.44
03/01/1999,167.74,215.43
03/02/1999,167.94,207.58
03/03/1999,168.14,204.56
03/04/1999,168.86,205.68
03/05/1999,168.88,202.98
03/08/1999,170.81,206.37
03/09/1999,171.24,204.52
03/10/1999,171.72,205.64
03/11/1999,172.55,208.59
03/12/1999,171.41,207.33
03/15/1999,168.05,199.13
03/16/1999,165.98,197.01
03/17/1999,166.12,196.92
03/18/1999,165.79,195.96
03/19/1999,166.51,197.16
03/22/1999,166.69,199.66
03/23/1999,166.65,199.8
03/24/1999,166.32,198.45
03/25/1999,165.76,199.65
03/26/1999,163.75,199.09
03/29/1999,164.15,200.14
03/30/1999,163.59,195.78
03/31/1999,163.96,194.52
04/01/1999,164.04,196.81
04/02/1999,164.04,196.81
04/05/1999,163.13,192.6
04/06/1999,164.02,193.8
04/07/1999,164.33,194.29
04/08/1999,164.59,191.38
04/09/1999,165.01,193.12
04/12/1999,165.71,191.88
04/13/1999,166.37,192.3
04/14/1999,164.99,190.56
04/15/1999,166.24,196.24
04/16/1999,166.43,197.47
04/19/1999,166.9,201.75
04/20/1999,166.68,200.83
04/21/1999,166.47,202.03
04/22/1999,166.32,202.52
04/23/1999,166.16,201.53
04/26/1999,164.88,199.73
04/27/1999,165.42,202.8
04/28/1999,165.79,205.55
04/29/1999,167.68,211.32
04/30/1999,167.99,212.01
05/03/1999,167.94,210.32
05/04/1999,167.55,208.01
05/05/1999,168.5,210.85
05/06/1999,169.81,210.48
05/07/1999,165.74,212.77
05/10/1999,162.7,212.27
05/11/1999,162.98,211.71
05/12/1999,162.41,210.48
05/13/1999,162.56,217.82
05/14/1999,161.54,210.81
05/17/1999,160.73,210.89
05/18/1999,160.4,208.88
05/19/1999,159.95,206.83
05/20/1999,160.67,207.84
05/21/1999,159.82,203.95
05/24/1999,159.65,197.96
05/25/1999,158.39,198.18
05/26/1999,157.65,198.01
05/27/1999,158.43,193.53
05/28/1999,158.33,191.79
05/31/1999,158.33,191.79
06/01/1999,156.96,195.42
06/02/1999,155.58,195.17
06/03/1999,155.89,193.62
06/04/1999,155.68,193.73
06/07/1999,155.74,195.37
06/08/1999,153.77,193.83
06/09/1999,152.22,197.24
06/10/1999,151.66,199.93
06/11/1999,152.96,200.7
06/14/1999,152.84,200.58
06/15/1999,152.28,198.54
06/16/1999,151.66,197.82
06/17/1999,151.73,199.41
06/18/1999,152.28,195.02
06/21/1999,151.99,197.25
06/22/1999,151.77,198.25
06/23/1999,152.9,200.82
06/24/1999,153.27,201.78
06/25/1999,152.36,199.11
06/28/1999,153.12,202.27
06/29/1999,153.14,203.67
06/30/1999,154.09,206.83
07/01/1999,154.58,207.44
07/02/1999,154.72,210.01
07/05/1999,154.72,210.01
07/06/1999,150.82,204.76
07/07/1999,150.96,205.57
07/08/1999,150.8,206.38
07/09/1999,151.06,206.13
07/12/1999,150.16,206.09
07/13/1999,150.29,202.2
07/14/1999,149.33,200.27
07/15/1999,149.23,200.96
07/16/1999,149.13,200.12
07/19/1999,148.78,198.83
07/20/1999,148.92,199.32
07/21/1999,150.16,201.7
07/22/1999,150.46,202.51
07/23/1999,149.67,202.93
07/26/1999,149.26,202.73
07/27/1999,149.11,203.94
07/28/1999,149.24,206.71
07/29/1999,150.95,213.41
07/30/1999,150.44,214.61
08/02/1999,149.92,211.55
08/03/1999,150.35,214.61
08/04/1999,150.42,216.32
08/05/1999,150.09,213.6
08/06/1999,150.46,212.73
08/09/1999,150.93,209.85
08/10/1999,151.24,210.06
08/11/1999,152.25,212.81
08/12/1999,153.14,211.18
08/13/1999,153.28,209.45
08/16/1999,153.05,207.02
08/17/1999,153.83,207.48
08/18/1999,152.8,206.29
08/19/1999,152.24,205.5
08/20/1999,151.32,206.78
08/23/1999,149.4,202.54
08/24/1999,148.55,202.88
08/25/1999,148.28,201.3
08/26/1999,148.53,203.06
08/27/1999,149.07,202.38
08/30/1999,149.31,202.34
08/31/1999,150.21,205.04
09/01/1999,149.23,203.69
09/02/1999,149.9,206.47
09/03/1999,149.22,203.28
09/06/1999,149.22,203.28
09/07/1999,150.35,205.43
09/08/1999,150.6,205.46
09/09/1999,151.15,206.08
09/10/1999,150.76,205.51
09/13/1999,150.76,203.9
09/14/1999,151.01,202.87
09/15/1999,150.51,201.32
09/16/1999,150.59,202.13
09/17/1999,149.73,201.69
09/20/1999,149.73,201.73
09/21/1999,153.26,208.05
09/22/1999,155.45,208.4
09/23/1999,156.52,207.83
09/24/1999,158,207.07
09/27/1999,166.27,211.09
09/28/1999,181.64,227.48
09/29/1999,176.97,221.09
09/30/1999,175.53,221.43
10/01/1999,178.95,220.16
10/04/1999,186.47,222.14
10/05/1999,191.19,219.52
10/06/1999,191.21,218.25
10/07/1999,190.24,220.85
10/08/1999,188.74,219.1
10/11/1999,187.99,218.47
10/12/1999,186.79,219.89
10/13/1999,188.92,221.22
10/14/1999,184.49,210.98
10/15/1999,185.8,210.93
10/18/1999,183.12,207.14
10/19/1999,181.85,206.49
10/20/1999,180.58,205.81
10/21/1999,179.55,206.95
10/22/1999,178.28,207.65
10/25/1999,176.71,208.25
10/26/1999,170.8,206.18
10/27/1999,173.06,206.13
10/28/1999,176.73,209.01
10/29/1999,176.69,205.08
11/01/1999,171.59,206.75
11/02/1999,172.14,206.98
11/03/1999,172.7,207.09
11/04/1999,172.95,206.92
11/05/1999,171.39,201.52
11/08/1999,171.52,200.39
11/09/1999,172.74,201.88
11/10/1999,176.29,203.57
11/11/1999,173.9,202.49
11/12/1999,172.34,200.94
11/15/1999,172.59,202.65
11/16/1999,174.32,205.36
11/17/1999,174.57,203.14
11/18/1999,174.25,204.91
11/19/1999,174.57,203.99
11/22/1999,174.58,206.88
11/23/1999,176.66,210.23
11/24/1999,177.28,207.77
11/25/1999,177.28,207.77
11/26/1999,177.33,207.83
11/29/1999,172.52,206.14
11/30/1999,172.25,207.44
12/01/1999,171.63,206.6
12/02/1999,168.84,203.34
12/03/1999,165.92,203.76
12/06/1999,163.7,204.25
12/07/1999,167.96,205.78
12/08/1999,167.22,204.7
12/09/1999,165,204.26
12/10/1999,165.44,204.76
12/13/1999,166.16,204.77
12/14/1999,166.12,207.46
12/15/1999,167.68,207.29
12/16/1999,167.23,208.31
12/17/1999,168.26,208.82
12/20/1999,168.63,207.84
12/21/1999,170.36,206.48
12/22/1999,170.27,209.17
12/23/1999,170.18,208.41
12/24/1999,170.18,208.41
12/27/1999,171.05,208.85
12/28/1999,172.07,208.37
12/29/1999,172.63,215.27
12/30/1999,171,216.82
12/31/1999,171.03,216.85
01/03/2000,171.11,216.94
01/04/2000,167.65,213.87
01/05/2000,166.72,207.34
01/06/2000,166.93,205.66
01/07/2000,167.25,206.8
01/10/2000,167.2,206.7
01/11/2000,168.26,206.93
01/12/2000,167.9,204.89
01/13/2000,168.8,205.32
01/14/2000,168.76,205.23
01/17/2000,168.76,205.23
01/18/2000,171.68,205.94
01/19/2000,172.18,206.29
01/20/2000,171.68,209.67
01/21/2000,171.88,209.83
01/24/2000,170.96,211.24
01/25/2000,170.04,212.15
01/26/2000,170.12,210.9
01/27/2000,170.62,216.2
01/28/2000,168.35,212.72
01/31/2000,168.55,212.42
02/01/2000,168.1,209.89
02/02/2000,169.48,209.41
02/03/2000,170.8,211.36
02/04/2000,184.44,222.74
02/07/2000,179.52,211.37
02/08/2000,177.89,213.6
02/09/2000,181.99,217.18
02/10/2000,187.97,217.09
02/11/2000,184.99,214.32
02/14/2000,183.55,211.38
02/15/2000,179.5,211.02
02/16/2000,180.06,213.09
02/17/2000,179.38,211.72
02/18/2000,181.48,212.55
02/21/2000,181.48,212.55
02/22/2000,181.82,213.08
02/23/2000,178.72,212
02/24/2000,177.86,208.47
02/25/2000,174.17,203.58
02/28/2000,174.01,204.56
02/29/2000,174.04,204.51
03/01/2000,173.53,205.55
03/02/2000,171.43,202.78
03/03/2000,171.81,206.41
03/06/2000,171.36,204.59
03/07/2000,173.94,205.22
03/08/2000,172.03,205.45
03/09/2000,173.43,206.09
03/10/2000,171.91,204.8
03/13/2000,172.87,204.9
03/14/2000,171.78,205.93
03/15/2000,171.75,207.29
03/16/2000,170.19,205.72
03/17/2000,169.04,205.95
03/20/2000,170.07,203.56
03/21/2000,172.45,207.21
03/22/2000,171.24,207.52
03/23/2000,169.56,205.87
03/24/2000,169.41,206.91
03/27/2000,166.73,205.88
03/28/2000,166.17,205.23
03/29/2000,164.13,200.32
03/30/2000,164.39,200.47
03/31/2000,165.77,203
04/03/2000,165.26,203.58
04/04/2000,168.94,207.96
04/05/2000,167.32,206.86
04/06/2000,166.7,206.69
04/07/2000,166.61,206.32
04/10/2000,167.57,208.29
04/11/2000,167.42,207.45
04/12/2000,167.33,207.6
04/13/2000,167.18,208.55
04/14/2000,168.03,208.55
04/17/2000,167.88,207.45
04/18/2000,167.2,207.28
04/19/2000,166.93,207.03
04/20/2000,166.36,201.94
04/21/2000,166.36,201.94
04/24/2000,166.29,200.39
04/25/2000,165.49,202.98
04/26/2000,163.92,200.29
04/27/2000,164.71,201
04/28/2000,162.55,201.03
05/01/2000,162.68,203.61
05/02/2000,164.01,203.65
05/03/2000,165.28,203.68
05/04/2000,166.55,207.44
05/05/2000,165.93,202.78
05/08/2000,164.52,203.36
05/09/2000,164.92,204.2
05/10/2000,165.25,204.03
05/11/2000,163.98,203.26
05/12/2000,164.24,203.22
05/15/2000,164.09,203.4
05/16/2000,164,206.85
05/17/2000,162.56,202.67
05/18/2000,162.53,203.3
05/19/2000,163.03,202.33
05/22/2000,164.05,203.16
05/23/2000,163.14,203.19
05/24/2000,162.69,202.1
05/25/2000,160.89,199.23
05/26/2000,161.86,199.87
05/29/2000,161.86,199.87
05/30/2000,162.26,199.4
05/31/2000,161.88,200.11
06/01/2000,162.26,200.15
06/02/2000,167.47,203.6
06/05/2000,169.9,204.71
06/06/2000,172.05,206.15
06/07/2000,171.02,206.59
06/08/2000,169.16,205.73
